#
#--------------------------------------------------------------------------------
### 
## 
## Courbe 0
## resp_2
## Courbe 1
## resp_3
## Courbe 2
## resp_4
## Courbe 3
## resp_5
## Courbe 4
## resp_6
## Courbe 5
## resp_7
## Courbe 6
## resp_8
## Courbe 7
## resp_9
## Courbe 8
## resp_10
## Courbe 9
## resp_11
## Courbe 10
## resp_12
## Courbe 11
## resp_13
## Courbe 12
## resp_14
FREQ          DZ_0_R        DZ_0_I        DZ_1_R        DZ_1_I        DZ_2_R        DZ_2_I        DZ_3_R        DZ_3_I        DZ_4_R        DZ_4_I        DZ_5_R        DZ_5_I        DZ_6_R        DZ_6_I        DZ_7_R        DZ_7_I        DZ_8_R        DZ_8_I        DZ_9_R        DZ_9_I        DZ_10_R       DZ_10_I       DZ_11_R       DZ_11_I       DZ_12_R       DZ_12_I     
 4.78000E+01   1.62873E-03   1.26298E-03   1.67006E-03   1.24494E-03   1.66999E-03   1.19914E-03   1.63047E-03   1.13002E-03   1.55447E-03   1.04199E-03   1.44599E-03   9.39358E-04   1.30992E-03   8.26368E-04   1.15206E-03   7.07180E-04   9.78957E-04   5.85865E-04   7.97856E-04   4.66410E-04   6.16560E-04   3.52726E-04   4.43339E-04   2.48653E-04   2.86816E-04   1.57981E-04
 4.82000E+01   1.65479E-03   1.26937E-03   1.69758E-03   1.25073E-03   1.69824E-03   1.20424E-03   1.65870E-03   1.13438E-03   1.58195E-03   1.04559E-03   1.47202E-03   9.42230E-04   1.33390E-03   8.28576E-04   1.17345E-03   7.08804E-04   9.97379E-04   5.86999E-04   8.13045E-04   4.67151E-04   6.28420E-04   3.53170E-04   4.51945E-04   2.48890E-04   2.92430E-04   1.58085E-04
 4.85000E+01   1.67457E-03   1.27397E-03   1.71848E-03   1.25487E-03   1.71970E-03   1.20784E-03   1.68015E-03   1.13741E-03   1.60284E-03   1.04806E-03   1.49182E-03   9.44160E-04   1.35213E-03   8.30021E-04   1.18973E-03   7.09830E-04   1.01139E-03   5.87681E-04   8.24602E-04   4.67566E-04   6.37444E-04   3.53392E-04   4.58495E-04   2.48985E-04   2.96702E-04   1.58109E-04
 4.89000E+01   1.70127E-03   1.27983E-03   1.74669E-03   1.26010E-03   1.74868E-03   1.21233E-03   1.70913E-03   1.14114E-03   1.63106E-03   1.05102E-03   1.51857E-03   9.46423E-04   1.37677E-03   8.31655E-04   1.21173E-03   7.10932E-04   1.03034E-03   5.88356E-04   8.40230E-04   4.67923E-04   6.49650E-04   3.53532E-04   4.67354E-04   2.48998E-04   3.02482E-04   1.58067E-04
 4.92000E+01   1.72153E-03   1.28403E-03   1.76812E-03   1.26379E-03   1.77069E-03   1.21546E-03   1.73115E-03   1.14368E-03   1.65251E-03   1.05300E-03   1.53890E-03   9.47878E-04   1.39551E-03   8.32652E-04   1.22846E-03   7.11550E-04   1.04475E-03   5.88681E-04   8.52117E-04   4.68039E-04   6.58934E-04   3.53517E-04   4.74094E-04   2.48919E-04   3.06879E-04   1.57976E-04
 4.96000E+01   1.74886E-03   1.28933E-03   1.79703E-03   1.26840E-03   1.80042E-03   1.21930E-03   1.76088E-03   1.14673E-03   1.68148E-03   1.05529E-03   1.56638E-03   9.49480E-04   1.42083E-03   8.33664E-04   1.25108E-03   7.12086E-04   1.06423E-03   5.88861E-04   8.68188E-04   4.67981E-04   6.71489E-04   3.53329E-04   4.83208E-04   2.48691E-04   3.12826E-04   1.57774E-04
 4.99000E+01   1.76961E-03   1.29309E-03   1.81898E-03   1.27161E-03   1.82298E-03   1.22191E-03   1.78347E-03   1.14875E-03   1.70349E-03   1.05674E-03   1.58726E-03   9.50420E-04   1.44008E-03   8.34177E-04   1.26827E-03   7.12264E-04   1.07904E-03   5.88799E-04   8.80409E-04   4.67774E-04   6.81036E-04   3.53058E-04   4.90140E-04   2.48424E-04   3.17349E-04   1.57560E-04
 5.03000E+01   1.79759E-03   1.29778E-03   1.84860E-03   1.27555E-03   1.85345E-03   1.22504E-03   1.81396E-03   1.15106E-03   1.73322E-03   1.05830E-03   1.61546E-03   9.51311E-04   1.46608E-03   8.34519E-04   1.29150E-03   7.12189E-04   1.09906E-03   5.88445E-04   8.96925E-04   4.67269E-04   6.93941E-04   3.52516E-04   4.99511E-04   2.47936E-04   3.23464E-04   1.57186E-04
 5.07000E+01   1.82595E-03   1.30211E-03   1.87863E-03   1.27908E-03   1.88434E-03   1.22773E-03   1.84490E-03   1.15293E-03   1.76338E-03   1.05941E-03   1.64408E-03   9.51768E-04   1.49248E-03   8.34453E-04   1.31508E-03   7.11744E-04   1.11939E-03   5.87766E-04   9.13699E-04   4.66491E-04   7.07048E-04   3.51759E-04   5.09029E-04   2.47289E-04   3.29677E-04   1.56708E-04
 5.10000E+01   1.84746E-03   1.30511E-03   1.90141E-03   1.28146E-03   1.90779E-03   1.22946E-03   1.86839E-03   1.15403E-03   1.78628E-03   1.05994E-03   1.66583E-03   9.51817E-04   1.51253E-03   8.34126E-04   1.33300E-03   7.11158E-04   1.13483E-03   5.87035E-04   9.26446E-04   4.65723E-04   7.17010E-04   3.51044E-04   5.16264E-04   2.46697E-04   3.34399E-04   1.56279E-04
